16 16.79
18 23.02
18 20.26
19 21.84
21 22.83
23 25.14
24 29.04
25 29.74
27 32.19
29 33.44
28 35.02
28 33.32
28 33.49
28 33.68
28 32.88
28 32.86
28 33.25
28 34.68
28 34.39
28 35.16
28 32.94
28 37.30
28 35.83
28 33.62
27 31.61
27 34.57
27 32.01
27 32.00
27 32.15
27 33.90
27 31.49
12 11.92
8 12.99
9 13.34
9 13.25
10 13.22
10 12.47
11 14.62
13 14.76
27 31.84
25 30.03
25 29.74
25 30.56
25 30.17
25 30.32
25 29.34
25 29.84
25 30.52
25 33.49
25 30.30
25 30.15
25 30.37
25 30.00
25 30.28
25 30.13
25 31.37
25 32.03
22 29.33
23 28.02
47 50.05
48 63.82
62 81.02
70 93.05
74 97.23
77 102.32
103 133.33
103 134.89
103 137.23
103 132.70
103 133.11
103 137.13
103 134.21
103 133.85
103 136.14
103 132.25
103 133.54
103 135.50
103 132.45
103 132.16
103 133.69
103 130.25
103 132.89
103 137.02
103 134.74
103 133.05
103 149.90
103 134.58
103 144.12
103 133.30
103 134.34
103 135.44
103 136.01
103 133.14
103 142.51
103 132.38
103 133.73
103 138.55
103 132.44
103 133.33
103 133.23
103 136.26
103 132.33
103 132.68
103 132.66
103 150.02
103 132.89
102 132.11
102 130.88
102 131.09
102 131.93
102 131.69
102 129.70
102 143.00
102 131.48
102 131.59
102 139.88
99 146.18
99 128.96
99 128.79
99 134.75
99 127.40
99 126.99
99 128.22
98 131.04
97 125.85
97 129.97
96 124.84
96 124.22
96 132.17
96 125.17
96 129.63
96 136.16
96 133.10
96 122.52
95 130.19
95 124.84
95 129.01
94 120.93
94 125.14
94 120.48
94 123.14
94 122.72
94 120.75
94 127.54
94 119.27
94 127.57
94 121.57
98 137.25
98 127.48
98 127.04
98 125.85
98 131.53
113 150.25
113 143.01
113 142.63
129 179.82
142 180.09
142 184.05
142 181.56
142 183.29
142 201.38
142 201.58
142 181.00
142 181.84
142 186.02
142 183.51
142 194.17
142 204.98
168 211.49
218 283.14
8 12.99
9 13.25
9 13.34
10 12.47
10 13.22
11 14.62
12 11.92
13 14.76
16 16.79
18 20.26
18 23.02
19 21.84
21 22.83
22 29.33
23 25.14
23 28.02
24 29.04
25 29.34
25 29.74
25 29.74
25 29.84
25 30.0
25 30.03
25 30.13
25 30.15
25 30.17
25 30.28
25 30.3
25 30.32
25 30.37
25 30.52
25 30.56
25 31.37
25 32.03
25 33.49
27 31.49
27 31.61
27 31.84
27 32.0
27 32.01
27 32.15
27 32.19
27 33.9
27 34.57
28 32.86
28 32.88
28 32.94
28 33.25
28 33.32
28 33.49
28 33.62
28 33.68
28 34.39
28 34.68
28 35.02
28 35.16
28 35.83
28 37.3
29 33.44
47 50.05
48 63.82
62 81.02
70 93.05
74 97.23
77 102.32
94 119.27
94 120.48
94 120.75
94 120.93
94 121.57
94 122.72
94 123.14
94 125.14
94 127.54
94 127.57
95 124.84
95 129.01
95 130.19
96 122.52
96 124.22
96 124.84
96 125.17
96 129.63
96 132.17
96 133.1
96 136.16
97 125.85
97 129.97
98 125.85
98 127.04
98 127.48
98 131.04
98 131.53
98 137.25
99 126.99
99 127.4
99 128.22
99 128.79
99 128.96
99 134.75
99 146.18
102 129.7
102 130.88
102 131.09
102 131.48
102 131.59
102 131.69
102 131.93
102 132.11
102 139.88
102 143.0
103 130.25
103 132.16
103 132.25
103 132.33
103 132.38
103 132.44
103 132.45
103 132.66
103 132.68
103 132.7
103 132.89
103 132.89
103 133.05
103 133.11
103 133.14
103 133.23
103 133.3
103 133.33
103 133.33
103 133.54
103 133.69
103 133.73
103 133.85
103 134.21
103 134.34
103 134.58
103 134.74
103 134.89
103 135.44
103 135.5
103 136.01
103 136.14
103 136.26
103 137.02
103 137.13
103 137.23
103 138.55
103 142.51
103 144.12
103 149.9
103 150.02
113 142.63
113 143.01
113 150.25
129 179.82
142 180.09
142 181.0
142 181.56
142 181.84
142 183.29
142 183.51
142 184.05
142 186.02
142 194.17
142 201.38
142 201.58
142 204.98
168 211.49
218 283.14
